Job_Title,Skills,Skills_str
Embedded Systems Engineer,"['c', 'googlecloud', 'oracle', 'python', 'redis', 'vue']","c, googlecloud, oracle, python, redis, vue"
Embedded Systems Engineer,"['c', 'django', 'go', 'googlecloud', 'javascript', 'mysql', 'vue']","c, django, go, googlecloud, javascript, mysql, vue"
Embedded Systems Engineer,"['angular', 'azure', 'c', 'c++', 'mongodb', 'mysql', 'nodejavascript']","angular, azure, c, c++, mongodb, mysql, nodejavascript"
Embedded Systems Engineer,"['angular', 'aws', 'c', 'django', 'flask', 'go', 'mongodb', 'redis']","angular, aws, c, django, flask, go, mongodb, redis"
Embedded Systems Engineer,"['aws', 'c', 'c#', 'django', 'javascript', 'mysql', 'nodejavascript', 'python']","aws, c, c#, django, javascript, mysql, nodejavascript, python"
Embedded Systems Engineer,"['angular', 'aws', 'c', 'mysql', 'ruby', 'spring']","angular, aws, c, mysql, ruby, spring"
Embedded Systems Engineer,"['azure', 'c', 'c++', 'java', 'mongodb', 'react', 'redis', 'ruby', 'spring']","azure, c, c++, java, mongodb, react, redis, ruby, spring"
Embedded Systems Engineer,"['angular', 'c', 'c++', 'googlecloud', 'mysql', 'redis', 'spring', 'vue']","angular, c, c++, googlecloud, mysql, redis, spring, vue"
Embedded Systems Engineer,"['angular', 'azure', 'c', 'c++', 'flask', 'redis', 'ruby']","angular, azure, c, c++, flask, redis, ruby"
Embedded Systems Engineer,"['angular', 'c', 'c++', 'flask', 'googlecloud', 'javascript', 'mongodb', 'mysql', 'ruby']","angular, c, c++, flask, googlecloud, javascript, mongodb, mysql, ruby"
Embedded Systems Engineer,"['azure', 'c', 'c#', 'go', 'java', 'mongodb', 'spring']","azure, c, c#, go, java, mongodb, spring"
Embedded Systems Engineer,"['c', 'c++', 'flask', 'go', 'googlecloud', 'nodejavascript', 'oracle', 'python', 'vue']","c, c++, flask, go, googlecloud, nodejavascript, oracle, python, vue"
Embedded Systems Engineer,"['c', 'django', 'flask', 'googlecloud', 'mongodb', 'mysql', 'python', 'react']","c, django, flask, googlecloud, mongodb, mysql, python, react"
Embedded Systems Engineer,"['c', 'c#', 'flask', 'googlecloud', 'javascript', 'oracle', 'react', 'redis', 'vue']","c, c#, flask, googlecloud, javascript, oracle, react, redis, vue"
Embedded Systems Engineer,"['azure', 'c', 'c++', 'flask', 'javascript', 'mongodb', 'redis', 'ruby']","azure, c, c++, flask, javascript, mongodb, redis, ruby"
Embedded Systems Engineer,"['aws', 'c', 'c++', 'nodejavascript', 'postgresql']","aws, c, c++, nodejavascript, postgresql"
Embedded Systems Engineer,"['angular', 'c', 'c++', 'django', 'googlecloud', 'java', 'mongodb', 'nodejavascript', 'postgresql', 'python']","angular, c, c++, django, googlecloud, java, mongodb, nodejavascript, postgresql, python"
Embedded Systems Engineer,"['aws', 'c', 'mysql', 'python', 'ruby', 'vue']","aws, c, mysql, python, ruby, vue"
Embedded Systems Engineer,"['azure', 'c', 'c#', 'mysql', 'vue']","azure, c, c#, mysql, vue"
Embedded Systems Engineer,"['aws', 'c', 'flask', 'go', 'mysql', 'oracle', 'ruby']","aws, c, flask, go, mysql, oracle, ruby"
Embedded Systems Engineer,"['azure', 'c', 'go', 'postgresql', 'redis', 'vue']","azure, c, go, postgresql, redis, vue"
Embedded Systems Engineer,"['aws', 'c', 'c++', 'nodejavascript', 'redis', 'ruby']","aws, c, c++, nodejavascript, redis, ruby"
Embedded Systems Engineer,"['aws', 'c', 'oracle', 'python', 'react', 'ruby']","aws, c, oracle, python, react, ruby"
Embedded Systems Engineer,"['c', 'go', 'googlecloud', 'mongodb', 'oracle', 'react']","c, go, googlecloud, mongodb, oracle, react"
Embedded Systems Engineer,"['angular', 'azure', 'c', 'java', 'redis']","angular, azure, c, java, redis"
Embedded Systems Engineer,"['angular', 'aws', 'c', 'flask', 'mongodb', 'react', 'ruby']","angular, aws, c, flask, mongodb, react, ruby"
Embedded Systems Engineer,"['angular', 'c', 'c#', 'go', 'googlecloud', 'mysql']","angular, c, c#, go, googlecloud, mysql"
Embedded Systems Engineer,"['angular', 'azure', 'c', 'c#', 'flask', 'go', 'mysql', 'react']","angular, azure, c, c#, flask, go, mysql, react"
Embedded Systems Engineer,"['aws', 'c', 'c#', 'c++', 'django', 'flask', 'go', 'mysql', 'vue']","aws, c, c#, c++, django, flask, go, mysql, vue"
Embedded Systems Engineer,"['angular', 'aws', 'c', 'c#', 'c++', 'django', 'mongodb', 'mysql', 'nodejavascript', 'ruby']","angular, aws, c, c#, c++, django, mongodb, mysql, nodejavascript, ruby"
Embedded Systems Engineer,"['c', 'go', 'googlecloud', 'oracle', 'python', 'redis', 'spring']","c, go, googlecloud, oracle, python, redis, spring"
Embedded Systems Engineer,"['azure', 'c', 'c++', 'mysql', 'nodejavascript']","azure, c, c++, mysql, nodejavascript"
Embedded Systems Engineer,"['azure', 'c', 'javascript', 'mongodb', 'nodejavascript']","azure, c, javascript, mongodb, nodejavascript"
Embedded Systems Engineer,"['azure', 'c', 'java', 'mongodb', 'oracle', 'vue']","azure, c, java, mongodb, oracle, vue"
Embedded Systems Engineer,"['c', 'django', 'googlecloud', 'javascript', 'oracle', 'ruby']","c, django, googlecloud, javascript, oracle, ruby"
Embedded Systems Engineer,"['aws', 'c', 'c#', 'mongodb', 'python', 'ruby', 'vue']","aws, c, c#, mongodb, python, ruby, vue"
Embedded Systems Engineer,"['c', 'c++', 'django', 'googlecloud', 'mongodb', 'redis']","c, c++, django, googlecloud, mongodb, redis"
Embedded Systems Engineer,"['angular', 'c', 'flask', 'googlecloud', 'postgresql', 'python', 'redis', 'ruby']","angular, c, flask, googlecloud, postgresql, python, redis, ruby"
Embedded Systems Engineer,"['azure', 'c', 'django', 'flask', 'javascript', 'oracle', 'python', 'redis', 'vue']","azure, c, django, flask, javascript, oracle, python, redis, vue"
Embedded Systems Engineer,"['azure', 'c', 'flask', 'java', 'mongodb', 'mysql', 'python']","azure, c, flask, java, mongodb, mysql, python"
Embedded Systems Engineer,"['angular', 'c', 'googlecloud', 'java', 'javascript', 'oracle', 'ruby', 'spring']","angular, c, googlecloud, java, javascript, oracle, ruby, spring"
Embedded Systems Engineer,"['azure', 'c', 'java', 'mysql', 'ruby', 'vue']","azure, c, java, mysql, ruby, vue"
Embedded Systems Engineer,"['c', 'c#', 'flask', 'googlecloud', 'mysql', 'postgresql', 'vue']","c, c#, flask, googlecloud, mysql, postgresql, vue"
Embedded Systems Engineer,"['c', 'c#', 'c++', 'googlecloud', 'mongodb', 'oracle', 'react', 'ruby']","c, c#, c++, googlecloud, mongodb, oracle, react, ruby"
Embedded Systems Engineer,"['azure', 'c', 'django', 'flask', 'go', 'mysql', 'oracle', 'python', 'ruby']","azure, c, django, flask, go, mysql, oracle, python, ruby"
Embedded Systems Engineer,"['angular', 'aws', 'c', 'c#', 'flask', 'nodejavascript', 'postgresql']","angular, aws, c, c#, flask, nodejavascript, postgresql"
Embedded Systems Engineer,"['aws', 'c', 'django', 'postgresql', 'ruby']","aws, c, django, postgresql, ruby"
Embedded Systems Engineer,"['angular', 'azure', 'c', 'c#', 'javascript', 'mongodb', 'oracle', 'react', 'ruby', 'spring']","angular, azure, c, c#, javascript, mongodb, oracle, react, ruby, spring"
Embedded Systems Engineer,"['azure', 'c', 'c#', 'c++', 'django', 'javascript', 'mongodb', 'oracle', 'spring', 'vue']","azure, c, c#, c++, django, javascript, mongodb, oracle, spring, vue"
Embedded Systems Engineer,"['c', 'c#', 'go', 'googlecloud', 'mongodb', 'mysql', 'python', 'react']","c, c#, go, googlecloud, mongodb, mysql, python, react"
Embedded Systems Engineer,"['c', 'go', 'googlecloud', 'java', 'oracle', 'postgresql', 'vue']","c, go, googlecloud, java, oracle, postgresql, vue"
Embedded Systems Engineer,"['aws', 'c', 'c#', 'javascript', 'nodejavascript', 'oracle', 'postgresql']","aws, c, c#, javascript, nodejavascript, oracle, postgresql"
Embedded Systems Engineer,"['aws', 'c', 'c#', 'django', 'flask', 'go', 'javascript', 'redis', 'vue']","aws, c, c#, django, flask, go, javascript, redis, vue"
Embedded Systems Engineer,"['azure', 'c', 'c++', 'java', 'nodejavascript', 'postgresql', 'react']","azure, c, c++, java, nodejavascript, postgresql, react"
Embedded Systems Engineer,"['angular', 'azure', 'c', 'flask', 'mongodb', 'oracle', 'python', 'ruby', 'spring']","angular, azure, c, flask, mongodb, oracle, python, ruby, spring"
Embedded Systems Engineer,"['azure', 'c', 'c++', 'mysql', 'postgresql', 'vue']","azure, c, c++, mysql, postgresql, vue"
Embedded Systems Engineer,"['aws', 'c', 'django', 'flask', 'mongodb', 'nodejavascript', 'postgresql', 'ruby']","aws, c, django, flask, mongodb, nodejavascript, postgresql, ruby"
Embedded Systems Engineer,"['angular', 'azure', 'c', 'django', 'go', 'java', 'mongodb', 'postgresql', 'python']","angular, azure, c, django, go, java, mongodb, postgresql, python"
Embedded Systems Engineer,"['c', 'c++', 'googlecloud', 'java', 'postgresql', 'python', 'react']","c, c++, googlecloud, java, postgresql, python, react"
Embedded Systems Engineer,"['c', 'c++', 'flask', 'googlecloud', 'java', 'javascript', 'nodejavascript', 'redis', 'vue']","c, c++, flask, googlecloud, java, javascript, nodejavascript, redis, vue"
Qa Engineer,"['azure', 'c#', 'flask', 'postgresql', 'python', 'redis']","azure, c#, flask, postgresql, python, redis"
Qa Engineer,"['angular', 'azure', 'c#', 'django', 'flask', 'java', 'mongodb', 'mysql', 'python', 'ruby']","angular, azure, c#, django, flask, java, mongodb, mysql, python, ruby"
Qa Engineer,"['azure', 'c#', 'flask', 'java', 'python', 'redis', 'spring', 'vue']","azure, c#, flask, java, python, redis, spring, vue"
Qa Engineer,"['django', 'flask', 'go', 'googlecloud', 'mongodb', 'python']","django, flask, go, googlecloud, mongodb, python"
Qa Engineer,"['angular', 'azure', 'mysql', 'python', 'ruby']","angular, azure, mysql, python, ruby"
Qa Engineer,"['angular', 'azure', 'c++', 'go', 'java', 'mongodb', 'nodejavascript', 'python', 'redis', 'spring']","angular, azure, c++, go, java, mongodb, nodejavascript, python, redis, spring"
Qa Engineer,"['angular', 'aws', 'java', 'mongodb', 'mysql', 'python', 'ruby', 'spring']","angular, aws, java, mongodb, mysql, python, ruby, spring"
Qa Engineer,"['flask', 'googlecloud', 'javascript', 'oracle', 'python']","flask, googlecloud, javascript, oracle, python"
Qa Engineer,"['azure', 'javascript', 'nodejavascript', 'oracle', 'python', 'spring']","azure, javascript, nodejavascript, oracle, python, spring"
Qa Engineer,"['azure', 'java', 'postgresql', 'python', 'vue']","azure, java, postgresql, python, vue"
Qa Engineer,"['aws', 'c++', 'flask', 'go', 'mysql', 'python', 'ruby']","aws, c++, flask, go, mysql, python, ruby"
Qa Engineer,"['c++', 'django', 'go', 'googlecloud', 'mysql', 'postgresql', 'python', 'ruby', 'vue']","c++, django, go, googlecloud, mysql, postgresql, python, ruby, vue"
Qa Engineer,"['angular', 'aws', 'java', 'mongodb', 'nodejavascript', 'python', 'redis', 'vue']","angular, aws, java, mongodb, nodejavascript, python, redis, vue"
Qa Engineer,"['angular', 'azure', 'c#', 'c++', 'go', 'mysql', 'python']","angular, azure, c#, c++, go, mysql, python"
Qa Engineer,"['angular', 'aws', 'nodejavascript', 'postgresql', 'python', 'ruby', 'spring']","angular, aws, nodejavascript, postgresql, python, ruby, spring"
Qa Engineer,"['c#', 'c++', 'django', 'googlecloud', 'mysql', 'postgresql', 'python', 'spring']","c#, c++, django, googlecloud, mysql, postgresql, python, spring"
Qa Engineer,"['angular', 'azure', 'django', 'go', 'nodejavascript', 'oracle', 'python', 'ruby']","angular, azure, django, go, nodejavascript, oracle, python, ruby"
Qa Engineer,"['aws', 'django', 'mongodb', 'oracle', 'python', 'ruby', 'vue']","aws, django, mongodb, oracle, python, ruby, vue"
Qa Engineer,"['azure', 'django', 'java', 'mysql', 'nodejavascript', 'python', 'ruby']","azure, django, java, mysql, nodejavascript, python, ruby"
Qa Engineer,"['aws', 'flask', 'go', 'postgresql', 'python', 'react', 'spring']","aws, flask, go, postgresql, python, react, spring"
Qa Engineer,"['angular', 'django', 'go', 'googlecloud', 'javascript', 'mongodb', 'postgresql', 'python']","angular, django, go, googlecloud, javascript, mongodb, postgresql, python"
Qa Engineer,"['django', 'googlecloud', 'javascript', 'mysql', 'nodejavascript', 'python', 'spring']","django, googlecloud, javascript, mysql, nodejavascript, python, spring"
Qa Engineer,"['c#', 'googlecloud', 'java', 'mongodb', 'mysql', 'python', 'react']","c#, googlecloud, java, mongodb, mysql, python, react"
Qa Engineer,"['aws', 'mysql', 'python', 'redis', 'ruby', 'spring']","aws, mysql, python, redis, ruby, spring"
Qa Engineer,"['angular', 'aws', 'c#', 'c++', 'mysql', 'python', 'react', 'spring']","angular, aws, c#, c++, mysql, python, react, spring"
Qa Engineer,"['angular', 'azure', 'flask', 'java', 'mongodb', 'nodejavascript', 'oracle', 'python', 'ruby']","angular, azure, flask, java, mongodb, nodejavascript, oracle, python, ruby"
Qa Engineer,"['azure', 'c#', 'java', 'mongodb', 'mysql', 'nodejavascript', 'python', 'spring']","azure, c#, java, mongodb, mysql, nodejavascript, python, spring"
Qa Engineer,"['googlecloud', 'javascript', 'mysql', 'python', 'react', 'redis']","googlecloud, javascript, mysql, python, react, redis"
Qa Engineer,"['aws', 'c++', 'django', 'go', 'mysql', 'oracle', 'python']","aws, c++, django, go, mysql, oracle, python"
Qa Engineer,"['angular', 'c++', 'go', 'googlecloud', 'python', 'react', 'redis', 'ruby', 'vue']","angular, c++, go, googlecloud, python, react, redis, ruby, vue"
Qa Engineer,"['azure', 'go', 'java', 'postgresql', 'python', 'spring']","azure, go, java, postgresql, python, spring"
Qa Engineer,"['aws', 'mysql', 'nodejavascript', 'python', 'ruby']","aws, mysql, nodejavascript, python, ruby"
Qa Engineer,"['azure', 'c#', 'c++', 'flask', 'java', 'mysql', 'nodejavascript', 'oracle', 'python']","azure, c#, c++, flask, java, mysql, nodejavascript, oracle, python"
Qa Engineer,"['angular', 'c#', 'googlecloud', 'mongodb', 'python']","angular, c#, googlecloud, mongodb, python"
Qa Engineer,"['aws', 'c#', 'c++', 'mongodb', 'oracle', 'python', 'react', 'spring']","aws, c#, c++, mongodb, oracle, python, react, spring"
Qa Engineer,"['azure', 'c#', 'python', 'redis', 'spring']","azure, c#, python, redis, spring"
Qa Engineer,"['azure', 'django', 'flask', 'javascript', 'postgresql', 'python', 'redis', 'spring']","azure, django, flask, javascript, postgresql, python, redis, spring"
Qa Engineer,"['azure', 'c++', 'django', 'java', 'postgresql', 'python', 'spring']","azure, c++, django, java, postgresql, python, spring"
Qa Engineer,"['angular', 'django', 'go', 'googlecloud', 'mongodb', 'nodejavascript', 'oracle', 'python']","angular, django, go, googlecloud, mongodb, nodejavascript, oracle, python"
Qa Engineer,"['googlecloud', 'javascript', 'python', 'redis', 'vue']","googlecloud, javascript, python, redis, vue"
Qa Engineer,"['django', 'googlecloud', 'mysql', 'python', 'redis']","django, googlecloud, mysql, python, redis"
Qa Engineer,"['c++', 'flask', 'googlecloud', 'nodejavascript', 'postgresql', 'python', 'redis']","c++, flask, googlecloud, nodejavascript, postgresql, python, redis"
Qa Engineer,"['azure', 'c#', 'django', 'go', 'mysql', 'python']","azure, c#, django, go, mysql, python"
Qa Engineer,"['azure', 'java', 'mongodb', 'python', 'redis', 'spring']","azure, java, mongodb, python, redis, spring"
Qa Engineer,"['angular', 'azure', 'mongodb', 'python', 'ruby']","angular, azure, mongodb, python, ruby"
Qa Engineer,"['azure', 'c#', 'mongodb', 'nodejavascript', 'postgresql', 'python', 'ruby']","azure, c#, mongodb, nodejavascript, postgresql, python, ruby"
Qa Engineer,"['azure', 'c++', 'flask', 'mysql', 'python', 'redis', 'spring']","azure, c++, flask, mysql, python, redis, spring"
Qa Engineer,"['angular', 'aws', 'flask', 'postgresql', 'python', 'ruby', 'spring']","angular, aws, flask, postgresql, python, ruby, spring"
Qa Engineer,"['aws', 'javascript', 'mongodb', 'nodejavascript', 'python', 'redis']","aws, javascript, mongodb, nodejavascript, python, redis"
Qa Engineer,"['aws', 'flask', 'java', 'mysql', 'python']","aws, flask, java, mysql, python"
Qa Engineer,"['aws', 'flask', 'mongodb', 'python', 'ruby', 'spring', 'vue']","aws, flask, mongodb, python, ruby, spring, vue"
Qa Engineer,"['aws', 'c#', 'mongodb', 'python', 'ruby', 'spring', 'vue']","aws, c#, mongodb, python, ruby, spring, vue"
Qa Engineer,"['c++', 'googlecloud', 'javascript', 'nodejavascript', 'postgresql', 'python', 'spring', 'vue']","c++, googlecloud, javascript, nodejavascript, postgresql, python, spring, vue"
Qa Engineer,"['angular', 'aws', 'c++', 'flask', 'go', 'mysql', 'python', 'ruby']","angular, aws, c++, flask, go, mysql, python, ruby"
Qa Engineer,"['angular', 'azure', 'c++', 'java', 'nodejavascript', 'oracle', 'python', 'redis', 'vue']","angular, azure, c++, java, nodejavascript, oracle, python, redis, vue"
Qa Engineer,"['azure', 'c++', 'flask', 'javascript', 'mysql', 'postgresql', 'python']","azure, c++, flask, javascript, mysql, postgresql, python"
